SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
SERANGOON SECONDARY SCHOOL,11,UPPER SERANGOON VIEW,SERANGOON SECONDARY SCHOOL,11 UPPER SERANGOON VIEW SERANGOON SECONDARY SCHOOL SINGAPORE 534237,534237,35658.8371386668,39628.0344803315,1.37465538827443,103.902138740699,103.902138740699,Serangoon Secondary School
NGEE ANN POLYTECHNIC,535,CLEMENTI ROAD,NGEE ANN POLYTECHNIC,535 CLEMENTI ROAD NGEE ANN POLYTECHNIC SINGAPORE 599489,599489,21321.2101575779,34964.5296367351,1.33248057179977,103.773305880529,103.773305880529,Ngee Ann Polytechnic
BLANGAH RISE PRIMARY SCHOOL,91,TELOK BLANGAH HEIGHTS,BLANGAH RISE PRIMARY SCHOOL,91 TELOK BLANGAH HEIGHTS BLANGAH RISE PRIMARY SCHOOL SINGAPORE 109100,109100,25252.1938973861,28732.4526119996,1.27612047924037,103.808628535239,103.808628535239,Blangah Rise Primary School
BUKIT TIMAH PRIMARY SCHOOL,111,LORONG KISMIS,BUKIT TIMAH PRIMARY SCHOOL,111 LORONG KISMIS BUKIT TIMAH PRIMARY SCHOOL SINGAPORE 598112,598112,20600.383664391,35497.4072666373,1.3372995575169,103.766828720721,103.766828720721,Bukit Timah Primary School
LIANHUA PRIMARY SCHOOL,2,BUKIT BATOK STREET 52,LIANHUA PRIMARY SCHOOL,2 BUKIT BATOK STREET 52 LIANHUA PRIMARY SCHOOL SINGAPORE 659243,659243,19191.1979939695,37370.8497486636,1.35424191127295,103.754165828711,103.754165828711,Lianhua Primary School
WOODLANDS PRIMARY SCHOOL,10,WOODLANDS DRIVE 50,WOODLANDS PRIMARY SCHOOL,10 WOODLANDS DRIVE 50 WOODLANDS PRIMARY SCHOOL SINGAPORE 738853,738853,23354.0808293354,46472.0799515136,1.43655108594232,103.791570546509,103.791570546509,Woodlands Primary School
YANGZHENG PRIMARY SCHOOL,15,SERANGOON AVENUE 3,YANGZHENG PRIMARY SCHOOL,15 SERANGOON AVENUE 3 YANGZHENG PRIMARY SCHOOL SINGAPORE 556108,556108,31925.931594234,36751.9403087255,1.34864575840923,103.868595527042,103.868595527042,Yangzheng Primary School
TAMPINES PRIMARY SCHOOL,250,TAMPINES STREET 12,TAMPINES PRIMARY SCHOOL,250 TAMPINES STREET 12 TAMPINES PRIMARY SCHOOL SINGAPORE 529426,529426,40318.132583499,36877.4678724073,1.34977870805929,103.944004684986,103.944004684986,Tampines Primary School
SAINT ANDREW'S SECONDARY SCHOOL,15,FRANCIS THOMAS DRIVE,SAINT ANDREW'S SECONDARY SCHOOL,15 FRANCIS THOMAS DRIVE SAINT ANDREW'S SECONDARY SCHOOL SINGAPORE 359342,359342,31664.831310045,34766.8795819897,1.33069360968075,103.866249138562,103.866249138562,St. Andrew's Secondary School
BEACON PRIMARY SCHOOL,36,BUKIT PANJANG RING ROAD,BEACON PRIMARY SCHOOL,36 BUKIT PANJANG RING ROAD BEACON PRIMARY SCHOOL SINGAPORE 679944,679944,21357.64699852,40655.688190354,1.38394936211823,103.773632022975,103.773632022975,Beacon Primary School
FENGSHAN PRIMARY SCHOOL,307,BEDOK NORTH ROAD,FENGSHAN PRIMARY SCHOOL,307 BEDOK NORTH ROAD FENGSHAN PRIMARY SCHOOL SINGAPORE 469680,469680,38949.9907227494,34668.9245775398,1.32980598760785,103.931710293058,103.931710293058,Fengshan Primary School
LOYANG VIEW SECONDARY SCHOOL,12,PASIR RIS STREET 11,LOYANG VIEW SECONDARY SCHOOL,12 PASIR RIS STREET 11 LOYANG VIEW SECONDARY SCHOOL SINGAPORE 519073,519073,41758.1067258865,38735.8040275108,1.36658417167238,103.956944585725,103.956944585725,Loyang View Secondary School
TAMPINES MERIDIAN JUNIOR COLLEGE,21,PASIR RIS STREET 71,TAMPINES MERIDIAN JUNIOR COLLEGE,21 PASIR RIS STREET 71 TAMPINES MERIDIAN JUNIOR COLLEGE SINGAPORE 518799,518799,39537.4294200996,39813.7284696326,1.37633346909682,103.936990723441,103.936990723441,Tampines Meridian Junior College
BEATTY SECONDARY SCHOOL,1,TOA PAYOH NORTH,BEATTY SECONDARY SCHOOL,1 TOA PAYOH NORTH BEATTY SECONDARY SCHOOL SINGAPORE 318990,318990,30110.2946048304,35993.876840448,1.341790284928,103.852280842345,103.852280842345,Beatty Secondary School
WESTWOOD PRIMARY SCHOOL,1,JURONG WEST STREET 73,WESTWOOD PRIMARY SCHOOL,1 JURONG WEST STREET 73 WESTWOOD PRIMARY SCHOOL SINGAPORE 649188,649188,13222.5567915821,36590.7433790993,1.34718456606375,103.70053420978,103.70053420978,Westwood Primary School
CEDAR PRIMARY SCHOOL,15,CEDAR AVENUE,CEDAR PRIMARY SCHOOL,15 CEDAR AVENUE CEDAR PRIMARY SCHOOL SINGAPORE 349700,349700,32707.8191135684,35308.1476785857,1.3355885014312,103.87562104944,103.87562104944,Cedar Primary School
MEE TOH SCHOOL,21,EDGEDALE PLAINS,MEE TOH SCHOOL,21 EDGEDALE PLAINS MEE TOH SCHOOL SINGAPORE 828867,828867,36376.6569616906,41835.4725095034,1.3946184538592,103.908589494228,103.908589494228,Mee Toh School
YUMIN PRIMARY SCHOOL,3,TAMPINES STREET 21,YUMIN PRIMARY SCHOOL,3 TAMPINES STREET 21 YUMIN PRIMARY SCHOOL SINGAPORE 529393,529393,41036.7447315324,37044.8092632648,1.35129177656981,103.950461927088,103.950461927088,Yumin Primary School
YISHUN INNOVA JUNIOR COLLEGE,3,YISHUN RING ROAD,YISHUN INNOVA JUNIOR COLLEGE,3 YISHUN RING ROAD YISHUN INNOVA JUNIOR COLLEGE SINGAPORE 768675,768675,27634.2199267391,45113.7171314787,1.42426692572335,103.83003171149,103.83003171149,Yishun Innova Junior College
CANBERRA SECONDARY SCHOOL,51,SEMBAWANG DRIVE,CANBERRA SECONDARY SCHOOL,51 SEMBAWANG DRIVE CANBERRA SECONDARY SCHOOL SINGAPORE 757699,757699,25872.8083025776,48311.9895634912,1.45319086315972,103.814203583818,103.814203583818,Canberra Secondary School
CHIJ (KELLOCK),1,BUKIT TERESA ROAD,CHIJ (KELLOCK),1 BUKIT TERESA ROAD CHIJ (KELLOCK) SINGAPORE 099757,099757,27425.6197932558,28611.0557805933,1.275022722964,103.828157564896,103.828157564896,CHIJ (Kellock)
CANBERRA PRIMARY SCHOOL,21,ADMIRALTY DRIVE,CANBERRA PRIMARY SCHOOL,21 ADMIRALTY DRIVE CANBERRA PRIMARY SCHOOL SINGAPORE 757714,757714,26057.0121687725,48097.4040875677,1.45125024371543,103.815858858929,103.815858858929,Canberra Primary School
RIVERVALE PRIMARY SCHOOL,80,RIVERVALE DRIVE,RIVERVALE PRIMARY SCHOOL,80 RIVERVALE DRIVE RIVERVALE PRIMARY SCHOOL SINGAPORE 545092,545092,35928.1770641869,41701.8312798403,1.39340997767762,103.904559511997,103.904559511997,Rivervale Primary School
CHUA CHU KANG PRIMARY SCHOOL,20,CHOA CHU KANG AVENUE 2,CHUA CHU KANG PRIMARY SCHOOL,20 CHOA CHU KANG AVENUE 2 CHUA CHU KANG PRIMARY SCHOOL SINGAPORE 689905,689905,17818.7829598142,39971.2903354876,1.37775890093367,103.741832917421,103.741832917421,Chua Chu Kang Primary School
QIFA PRIMARY SCHOOL,50,WEST COAST AVENUE,QIFA PRIMARY SCHOOL,50 WEST COAST AVENUE QIFA PRIMARY SCHOOL SINGAPORE 128104,128104,19477.8961843997,32838.2868056744,1.31325113867272,103.756743261958,103.756743261958,Qifa Primary School
ALEXANDRA PRIMARY SCHOOL,2A,PRINCE CHARLES CRESCENT,ALEXANDRA PRIMARY SCHOOL,2A PRINCE CHARLES CRESCENT ALEXANDRA PRIMARY SCHOOL SINGAPORE 159016,159016,27010.1854815315,30414.7169698272,1.29133439161334,103.824424680531,103.824424680531,Alexandra Primary School
BEDOK GREEN PRIMARY SCHOOL,1,BEDOK SOUTH AVENUE 2,BEDOK GREEN PRIMARY SCHOOL,1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317,469317,39636.5324891713,33965.6893824711,1.32344593287992,103.937878976352,103.937878976352,Bedok Green Primary School
CHANGKAT CHANGI SECONDARY SCHOOL,23,SIMEI STREET 3,CHANGKAT CHANGI SECONDARY SCHOOL,23 SIMEI STREET 3 CHANGKAT CHANGI SECONDARY SCHOOL SINGAPORE 529894,529894,41346.5926023414,35741.6438345015,1.33950630072876,103.953245525564,103.953245525564,Changkat Changi Secondary School
SAINT JOSEPH'S INSTITUTION JUNIOR,3,ESSEX ROAD,SAINT JOSEPH'S INSTITUTION JUNIOR,3 ESSEX ROAD SAINT JOSEPH'S INSTITUTION JUNIOR SINGAPORE 309331,309331,29368.130666255,33333.2553599048,1.31772860986913,103.845611935235,103.845611935235,St. Joseph's Institution Junior
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7,PEI WAH AVENUE,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7 PEI WAH AVENUE PEI HWA PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 597610,597610,21632.898745548,35581.0631004851,1.33805634613048,103.776106448614,103.776106448614,Pei Hwa Presbyterian Primary School
ANGLO-CHINESE JUNIOR COLLEGE,25,DOVER CLOSE EAST,ANGLO-CHINESE JUNIOR COLLEGE,25 DOVER CLOSE EAST ANGLO-CHINESE JUNIOR COLLEGE SINGAPORE 139745,139745,22662.4720813679,31709.3940755054,1.30304255193392,103.785358436408,103.785358436408,Anglo-Chinese Junior College
NGEE ANN PRIMARY SCHOOL,344,MARINE TERRACE,NGEE ANN PRIMARY SCHOOL,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149,449149,37364.5041869488,31984.0027186833,1.30552505910497,103.917463017497,103.917463017497,Ngee Ann Primary School
CHIJ OUR LADY QUEEN OF PEACE,4A,CHESTNUT DRIVE,CHIJ OUR LADY QUEEN OF PEACE,4A CHESTNUT DRIVE CHIJ OUR LADY QUEEN OF PEACE SINGAPORE 679330,679330,20813.0919199651,38721.8321143519,1.36646014136363,103.768739256709,103.768739256709,CHIJ Our Lady Queen of Peace
TEMASEK PRIMARY SCHOOL,501,BEDOK SOUTH AVENUE 3,TEMASEK PRIMARY SCHOOL,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300,469300,40494.7969370941,33331.1191061512,1.31770677551333,103.945590669163,103.945590669163,Temasek Primary School
YU NENG PRIMARY SCHOOL,56,BEDOK NORTH STREET 3,YU NENG PRIMARY SCHOOL,56 BEDOK NORTH STREET 3 YU NENG PRIMARY SCHOOL SINGAPORE 469623,469623,38998.3352306299,35120.4393246993,1.33388930344069,103.932144857355,103.932144857355,Yu Neng Primary School
HOLY INNOCENTS' HIGH SCHOOL,1191,UPPER SERANGOON ROAD,HOLY INNOCENTS' HIGH SCHOOL,1191 UPPER SERANGOON ROAD HOLY INNOCENTS' HIGH SCHOOL SINGAPORE 534786,534786,35020.0627604807,39284.0954767819,1.37154508822261,103.896398814264,103.896398814264,Holy Innocents' High School
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298,LORONG AH SOO,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY) SINGAPORE 536741,536741,33748.3760953182,36843.4187818952,1.34947276268396,103.884971343143,103.884971343143,Paya Lebar Methodist Girls' School (Primary)
BARTLEY SECONDARY SCHOOL,10,JALAN BUNGA RAMPAI,BARTLEY SECONDARY SCHOOL,10 JALAN BUNGA RAMPAI BARTLEY SECONDARY SCHOOL SINGAPORE 538403,538403,33507.4424001053,35790.8945052791,1.33995415587811,103.882806211705,103.882806211705,Bartley Secondary School
MERIDIAN SECONDARY SCHOOL,31,PASIR RIS STREET 51,MERIDIAN SECONDARY SCHOOL,31 PASIR RIS STREET 51 MERIDIAN SECONDARY SCHOOL SINGAPORE 518901,518901,40870.9016361358,38809.035507232,1.3672468492013,103.948972483629,103.948972483629,Meridian Secondary School
INNOVA PRIMARY SCHOOL,80,WOODLANDS DRIVE 17,INNOVA PRIMARY SCHOOL,80 WOODLANDS DRIVE 17 INNOVA PRIMARY SCHOOL SINGAPORE 737888,737888,23246.8971469188,45633.4723797198,1.42896700684852,103.790607539185,103.790607539185,Innova Primary School
JURONG WEST PRIMARY SCHOOL,30,JURONG WEST STREET 61,JURONG WEST PRIMARY SCHOOL,30 JURONG WEST STREET 61 JURONG WEST PRIMARY SCHOOL SINGAPORE 648368,648368,13029.9245329089,35705.1165225543,1.33917519796104,103.698803732244,103.698803732244,Jurong West Primary School
RED SWASTIKA SCHOOL,350,BEDOK NORTH AVENUE 3,RED SWASTIKA SCHOOL,350 BEDOK NORTH AVENUE 3 RED SWASTIKA SCHOOL SINGAPORE 469719,469719,39241.7795945574,35048.9817909673,1.33324297847732,103.934332314404,103.934332314404,Red Swastika School
BUKIT VIEW SECONDARY SCHOOL,16,BUKIT BATOK STREET 21,BUKIT VIEW SECONDARY SCHOOL,16 BUKIT BATOK STREET 21 BUKIT VIEW SECONDARY SCHOOL SINGAPORE 659633,659633,18975.3516749162,36429.990117576,1.3457330554294,103.752226593984,103.752226593984,Bukit View Secondary School
CHONGZHENG PRIMARY SCHOOL,1,TAMPINES STREET 21,CHONGZHENG PRIMARY SCHOOL,1 TAMPINES STREET 21 CHONGZHENG PRIMARY SCHOOL SINGAPORE 529392,529392,41141.094059418,36980.1959562805,1.35070739237744,103.951399541868,103.951399541868,Chongzheng Primary School
ANGLO-CHINESE SCHOOL (JUNIOR),16,WINSTEDT ROAD,ANGLO-CHINESE SCHOOL (JUNIOR),16 WINSTEDT ROAD ANGLO-CHINESE SCHOOL (JUNIOR) SINGAPORE 227988,227988,28849.3350947062,32406.8353125956,1.30935041274966,103.840950265464,103.840950265464,Anglo-Chinese School (Junior)
HOUGANG SECONDARY SCHOOL,2,HOUGANG STREET 93,HOUGANG SECONDARY SCHOOL,2 HOUGANG STREET 93 HOUGANG SECONDARY SCHOOL SINGAPORE 534256,534256,33477.0592164416,39958.0252705514,1.37764019332164,103.882533963338,103.882533963338,Hougang Secondary School
MONTFORT JUNIOR SCHOOL,52,HOUGANG AVENUE 8,MONTFORT JUNIOR SCHOOL,52 HOUGANG AVENUE 8 MONTFORT JUNIOR SCHOOL SINGAPORE 538786,538786,34230.9110763939,39536.1151842475,1.37382444075979,103.889307782925,103.889307782925,Montfort Junior School
ROSYTH SCHOOL,21,SERANGOON NORTH AVENUE 4,ROSYTH SCHOOL,21 SERANGOON NORTH AVENUE 4 ROSYTH SCHOOL SINGAPORE 555855,555855,32638.8043574626,39432.8315618001,1.37289067499064,103.875001549174,103.875001549174,Rosyth School
RAFFLES GIRLS' PRIMARY SCHOOL,21,HILLCREST ROAD,RAFFLES GIRLS' PRIMARY SCHOOL,21 HILLCREST ROAD RAFFLES GIRLS' PRIMARY SCHOOL SINGAPORE 289072,289072,25009.0146507286,34624.3017604016,1.3294042600012,103.806442915912,103.806442915912,Raffles Girls' Primary School
COMPASSVALE SECONDARY SCHOOL,51,COMPASSVALE CRESCENT,COMPASSVALE SECONDARY SCHOOL,51 COMPASSVALE CRESCENT COMPASSVALE SECONDARY SCHOOL SINGAPORE 545083,545083,35403.746108626,42003.7810229771,1.39614083952009,103.899847164494,103.899847164494,Compassvale Secondary School
MAYFLOWER SECONDARY SCHOOL,2,ANG MO KIO STREET 21,MAYFLOWER SECONDARY SCHOOL,2 ANG MO KIO STREET 21 MAYFLOWER SECONDARY SCHOOL SINGAPORE 569384,569384,28227.2664945051,38922.1548925955,1.36827266209722,103.835360726863,103.835360726863,Mayflower Secondary School
TAMPINES SECONDARY SCHOOL,252,TAMPINES STREET 12,TAMPINES SECONDARY SCHOOL,252 TAMPINES STREET 12 TAMPINES SECONDARY SCHOOL SINGAPORE 529427,529427,40346.96177861,36820.2178275529,1.34926094811197,103.944263709507,103.944263709507,Tampines Secondary School
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),296,LORONG AH SOO,PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),296 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY) SINGAPORE 536742,536742,33764.9220583495,37008.7061571106,1.35096755912522,103.885120050588,103.885120050588,Methodist Girls' School (Secondary)
JURONGVILLE SECONDARY SCHOOL,202,JURONG EAST AVENUE 1,JURONGVILLE SECONDARY SCHOOL,202 JURONG EAST AVENUE 1 JURONGVILLE SECONDARY SCHOOL SINGAPORE 609790,609790,16380.2394942129,37044.3966198433,1.35128862770284,103.728907710089,103.728907710089,Jurongville Secondary School
YISHUN PRIMARY SCHOOL,500,YISHUN RING ROAD,YISHUN PRIMARY SCHOOL,500 YISHUN RING ROAD YISHUN PRIMARY SCHOOL SINGAPORE 768679,768679,28085.526611778,46122.0615023617,1.43338602975674,103.834087115915,103.834087115915,Yishun Primary School
EUNOS PRIMARY SCHOOL,95,JALAN EUNOS,EUNOS PRIMARY SCHOOL,95 JALAN EUNOS EUNOS PRIMARY SCHOOL SINGAPORE 419529,419529,35926.3698536828,34079.4906147029,1.32447629876368,103.904541254016,103.904541254016,Eunos Primary School
PEIYING PRIMARY SCHOOL,651,YISHUN RING ROAD,PEIYING PRIMARY SCHOOL,651 YISHUN RING ROAD PEIYING PRIMARY SCHOOL SINGAPORE 768687,768687,27677.1059972411,44335.9849220216,1.41723339695904,103.830417090698,103.830417090698,Peiying Primary School
WATERWAY PRIMARY SCHOOL,70,PUNGGOL DRIVE,WATERWAY PRIMARY SCHOOL,70 PUNGGOL DRIVE WATERWAY PRIMARY SCHOOL SINGAPORE 828802,828802,37493.0794339096,42300.9820826855,1.39882800626578,103.918621581556,103.918621581556,Waterway Primary School
CASUARINA PRIMARY SCHOOL,30,PASIR RIS STREET 41,CASUARINA PRIMARY SCHOOL,30 PASIR RIS STREET 41 CASUARINA PRIMARY SCHOOL SINGAPORE 518935,518935,41766.4977676729,39385.5958609674,1.37246063927999,103.957020286115,103.957020286115,Casuarina Primary School
CHRIST CHURCH SECONDARY SCHOOL,20,WOODLANDS DRIVE 17,CHRIST CHURCH SECONDARY SCHOOL,20 WOODLANDS DRIVE 17 CHRIST CHURCH SECONDARY SCHOOL SINGAPORE 737924,737924,23563.3391703926,45368.1754093207,1.42656780901455,103.793451105242,103.793451105242,Christ Church Secondary School
SAINT ANTHONY'S PRIMARY SCHOOL,30,BUKIT BATOK STREET 32,SAINT ANTHONY'S PRIMARY SCHOOL,30 BUKIT BATOK STREET 32 SAINT ANTHONY'S PRIMARY SCHOOL SINGAPORE 659401,659401,18644.3733009221,38463.0810494516,1.36411948475833,103.749251919049,103.749251919049,St. Anthony's Primary School
XINGHUA PRIMARY SCHOOL,45,HOUGANG AVENUE 1,XINGHUA PRIMARY SCHOOL,45 HOUGANG AVENUE 1 XINGHUA PRIMARY SCHOOL SINGAPORE 538882,538882,34360.61483486,37776.2619072273,1.35790893589535,103.890472887906,103.890472887906,Xinghua Primary School
TEMASEK JUNIOR COLLEGE,22,BEDOK SOUTH ROAD,TEMASEK JUNIOR COLLEGE,22 BEDOK SOUTH ROAD TEMASEK JUNIOR COLLEGE SINGAPORE 469278,469278,39379.2891936116,33417.989127459,1.31849283027837,103.935567309385,103.935567309385,Temasek Junior College
EUNOIA JUNIOR COLLEGE,2,SIN MING PLACE,EUNOIA JUNIOR COLLEGE,2 SIN MING PLACE EUNOIA JUNIOR COLLEGE SINGAPORE 573838,573838,28886.6991347941,38243.7692278698,1.36213757183547,103.841286169122,103.841286169122,Eunoia Junior College
EDGEFIELD SECONDARY SCHOOL,36,PUNGGOL FIELD,EDGEFIELD SECONDARY SCHOOL,36 PUNGGOL FIELD EDGEFIELD SECONDARY SCHOOL SINGAPORE 828814,828814,35719.8105087345,42496.0989190713,1.40059309981824,103.902687385465,103.902687385465,Edgefield Secondary School
TANJONG KATONG SECONDARY SCHOOL,130,HAIG ROAD,TANJONG KATONG SECONDARY SCHOOL,130 HAIG ROAD TANJONG KATONG SECONDARY SCHOOL SINGAPORE 438796,438796,35112.2101863576,32338.8930419572,1.30873515955341,103.897225196199,103.897225196199,Tanjong Katong Secondary School
FAIRFIELD METHODIST SCHOOL (PRIMARY),100,DOVER ROAD,FAIRFIELD METHODIST SCHOOL (PRIMARY),100 DOVER ROAD FAIRFIELD METHODIST SCHOOL (PRIMARY) SINGAPORE 139648,139648,22671.3515878748,31432.7656800412,1.30054082453424,103.785438270044,103.785438270044,Fairfield Methodist School (Primary)
PUNGGOL VIEW PRIMARY SCHOOL,9,PUNGGOL PLACE,PUNGGOL VIEW PRIMARY SCHOOL,9 PUNGGOL PLACE PUNGGOL VIEW PRIMARY SCHOOL SINGAPORE 828845,828845,35994.5599585725,42999.5250743832,1.40514582647962,103.905156371376,103.905156371376,Punggol View Primary School
SEMBAWANG SECONDARY SCHOOL,30,SEMBAWANG CRESCENT,SEMBAWANG SECONDARY SCHOOL,30 SEMBAWANG CRESCENT SEMBAWANG SECONDARY SCHOOL SINGAPORE 757704,757704,26166.5553010562,47441.1161091775,1.44531502131387,103.816843258118,103.816843258118,Sembawang Secondary School
CHIJ PRIMARY (TOA PAYOH),628,LORONG 1 TOA PAYOH,CHIJ PRIMARY (TOA PAYOH),628 LORONG 1 TOA PAYOH CHIJ PRIMARY (TOA PAYOH) SINGAPORE 319765,319765,28949.1537291808,34994.5345916729,1.33275264711587,103.841847263786,103.841847263786,CHIJ Primary (Toa Payoh)
WEST GROVE PRIMARY SCHOOL,1,JURONG WEST STREET 72,WEST GROVE PRIMARY SCHOOL,1 JURONG WEST STREET 72 WEST GROVE PRIMARY SCHOOL SINGAPORE 649223,649223,13083.6706046276,36335.8187624309,1.3448790560014,103.699286360581,103.699286360581,West Grove Primary School
AI TONG SCHOOL,100,BRIGHT HILL DRIVE,AI TONG SCHOOL,100 BRIGHT HILL DRIVE AI TONG SCHOOL SINGAPORE 579646,579646,27966.8088298785,38071.9191181567,1.3605834338904,103.833020333986,103.833020333986,Ai Tong School
GREENRIDGE SECONDARY SCHOOL,32,BUKIT PANJANG RING ROAD,GREENRIDGE SECONDARY SCHOOL,32 BUKIT PANJANG RING ROAD GREENRIDGE SECONDARY SCHOOL SINGAPORE 679938,679938,21379.5029344708,40425.1360503398,1.38186433722811,103.773828466913,103.773828466913,Greenridge Secondary School
JURONG WEST SECONDARY SCHOOL,61,JURONG WEST STREET 65,JURONG WEST SECONDARY SCHOOL,61 JURONG WEST STREET 65 JURONG WEST SECONDARY SCHOOL SINGAPORE 648348,648348,13396.6197330486,35271.7690127064,1.33525634688323,103.702098904443,103.702098904443,Jurong West Secondary School
NORTH VIEW PRIMARY SCHOOL,210,YISHUN AVENUE 6,NORTH VIEW PRIMARY SCHOOL,210 YISHUN AVENUE 6 NORTH VIEW PRIMARY SCHOOL SINGAPORE 768960,768960,29655.0564113865,45473.7925722394,1.42752327193727,103.848190787869,103.848190787869,North View Primary School
ANG MO KIO PRIMARY SCHOOL,20,ANG MO KIO AVENUE 3,ANG MO KIO PRIMARY SCHOOL,20 ANG MO KIO AVENUE 3 ANG MO KIO PRIMARY SCHOOL SINGAPORE 569920,569920,28702.4804675551,39038.1602696702,1.36932176584608,103.839630858752,103.839630858752,Ang Mo Kio Primary School
YEW TEE PRIMARY SCHOOL,10,CHOA CHU KANG STREET 64,YEW TEE PRIMARY SCHOOL,10 CHOA CHU KANG STREET 64 YEW TEE PRIMARY SCHOOL SINGAPORE 689100,689100,18837.4775282657,42072.9649468437,1.39676600905037,103.750985967346,103.750985967346,Yew Tee Primary School
MANJUSRI SECONDARY SCHOOL,20,UBI AVENUE 1,MANJUSRI SECONDARY SCHOOL,20 UBI AVENUE 1 MANJUSRI SECONDARY SCHOOL SINGAPORE 408940,408940,35612.3792342106,34410.6462380104,1.32747123084846,103.901719963831,103.901719963831,Manjusri Secondary School
NAVAL BASE SECONDARY SCHOOL,901,YISHUN RING ROAD,NAVAL BASE SECONDARY SCHOOL,901 YISHUN RING ROAD NAVAL BASE SECONDARY SCHOOL SINGAPORE 768689,768689,27747.583393123,44573.2144819219,1.41937881620441,103.831050390247,103.831050390247,Naval Base Secondary School
COMMONWEALTH SECONDARY SCHOOL,698,WEST COAST ROAD,COMMONWEALTH SECONDARY SCHOOL,698 WEST COAST ROAD COMMONWEALTH SECONDARY SCHOOL SINGAPORE 608784,608784,18241.9409345519,33496.5605151355,1.31920395934801,103.745637393049,103.745637393049,Commonwealth Secondary School
GAN ENG SENG SCHOOL,1,HENDERSON ROAD,GAN ENG SENG SCHOOL,1 HENDERSON ROAD GAN ENG SENG SCHOOL SINGAPORE 159561,159561,26933.2813452026,30164.4591011573,1.28907114485773,103.823733673089,103.823733673089,Gan Eng Seng School
CHONGFU SCHOOL,170,YISHUN AVENUE 6,CHONGFU SCHOOL,170 YISHUN AVENUE 6 CHONGFU SCHOOL SINGAPORE 768959,768959,28666.6613053558,46675.9986570273,1.43839562897006,103.839309173817,103.839309173817,Chongfu School
YIO CHU KANG SECONDARY SCHOOL,3063,ANG MO KIO AVENUE 5,YIO CHU KANG SECONDARY SCHOOL,3063 ANG MO KIO AVENUE 5 YIO CHU KANG SECONDARY SCHOOL SINGAPORE 569868,569868,28981.3761166064,39995.0998579115,1.37797597740925,103.84213696352,103.84213696352,Yio Chu Kang Secondary School
SAINT HILDA'S SECONDARY SCHOOL,2,TAMPINES STREET 82,SAINT HILDA'S SECONDARY SCHOOL,2 TAMPINES STREET 82 SAINT HILDA'S SECONDARY SCHOOL SINGAPORE 528986,528986,39606.2556369342,36873.0704489276,1.34973922385379,103.937608032148,103.937608032148,St. Hilda's Secondary School
BENDEMEER SECONDARY SCHOOL,1,SAINT WILFRED ROAD,BENDEMEER SECONDARY SCHOOL,1 SAINT WILFRED ROAD BENDEMEER SECONDARY SCHOOL SINGAPORE 327919,327919,31077.3568056701,34094.3010115474,1.32461111307996,103.860970284401,103.860970284401,Bendemeer Secondary School
BEDOK GREEN SECONDARY SCHOOL,360,BEDOK NORTH AVENUE 3,BEDOK GREEN SECONDARY SCHOOL,360 BEDOK NORTH AVENUE 3 BEDOK GREEN SECONDARY SCHOOL SINGAPORE 469722,469722,39319.2390878517,35190.1334154308,1.33451947288431,103.935028383346,103.935028383346,Bedok Green Secondary School
ANCHOR GREEN PRIMARY SCHOOL,31,ANCHORVALE DRIVE,ANCHOR GREEN PRIMARY SCHOOL,31 ANCHORVALE DRIVE ANCHOR GREEN PRIMARY SCHOOL SINGAPORE 544969,544969,33992.4459471293,41365.6329499111,1.39036998654612,103.887165375933,103.887165375933,Anchor Green Primary School
TELOK KURAU PRIMARY SCHOOL,50,BEDOK RESERVOIR ROAD,TELOK KURAU PRIMARY SCHOOL,50 BEDOK RESERVOIR ROAD TELOK KURAU PRIMARY SCHOOL SINGAPORE 479239,479239,36637.797290422,34805.9404149763,1.33104585441349,103.910934011337,103.910934011337,Telok Kurau Primary School
XISHAN PRIMARY SCHOOL,8,YISHUN STREET 21,XISHAN PRIMARY SCHOOL,8 YISHUN STREET 21 XISHAN PRIMARY SCHOOL SINGAPORE 768611,768611,28493.7422212623,46131.5536631271,1.43347186925064,103.837755319448,103.837755319448,Xishan Primary School
NGEE ANN SECONDARY SCHOOL,1,TAMPINES STREET 32,NGEE ANN SECONDARY SCHOOL,1 TAMPINES STREET 32 NGEE ANN SECONDARY SCHOOL SINGAPORE 529283,529283,41736.2154369308,37396.8577860836,1.35447525755806,103.956747262496,103.956747262496,Ngee Ann Secondary School
