SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
GREAT WORLD CITY,1,KIM SENG PROMENADE,GREAT WORLD CITY,1 KIM SENG PROMENADE GREAT WORLD CITY SINGAPORE 237994,237994,27855.7183074635,30645.6325677894,1.29342272650003,103.832022146655,103.832022146655,Great World City
TAMPINES MALL,4,TAMPINES CENTRAL 5,TAMPINES MALL,4 TAMPINES CENTRAL 5 TAMPINES MALL SINGAPORE 529510,529510,40395.3605872542,37181.4052837677,1.35252737278519,103.944698751072,103.944698751072,Tampines Mall
UOB VIVO CITY BRANCH,1,HARBOURFRONT WALK,UOB VIVO CITY BRANCH,1 HARBOURFRONT WALK UOB VIVO CITY BRANCH SINGAPORE 098585,098585,26793.3171034725,27422.1373103894,1.26427054261311,103.822476140813,103.822476140813,Vivo City
JUNCTION 8,9,BISHAN PLACE,JUNCTION 8,9 BISHAN PLACE JUNCTION 8 SINGAPORE 579837,579837,29718.5095465565,36954.8769997768,1.3504812534505,103.848760473211,103.848760473211,Junction 8
FAIRPRICE HUB,1,JOO KOON CIRCLE,FAIRPRICE HUB,1 JOO KOON CIRCLE FAIRPRICE HUB SINGAPORE 629117,629117,10760.1903017079,34206.1238678284,1.32561767765205,103.678409741897,103.678409741897,Fairprice Hub
WEST MALL,1,BUKIT BATOK CENTRAL LINK,WEST MALL,1 BUKIT BATOK CENTRAL LINK WEST MALL SINGAPORE 658713,658713,18643.5269172937,36903.9429145474,1.35001920979845,103.749244800677,103.749244800677,West Mall
ALEXANDRA CENTRAL,323,ALEXANDRA ROAD,ALEXANDRA CENTRAL,323 ALEXANDRA ROAD ALEXANDRA CENTRAL SINGAPORE 159972,159972,24894.5278183976,29985.8934036288,1.28745612377699,103.805414652014,103.805414652014,Alexandra Central
HILLION MALL,17,PETIR ROAD,HILLION MALL,17 PETIR ROAD HILLION MALL SINGAPORE 678278,678278,20156.924196275,40045.5291337073,1.37843100827586,103.762842789877,103.762842789877,Hillion Mall
QUEENSWAY SHOPPING CENTRE,1,QUEENSWAY,QUEENSWAY SHOPPING CENTRE,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,149053,24669.3282080879,30003.7871697061,1.2876179255874,103.803391140455,103.803391140455,Queensway Shopping Centre
RAFFLES CITY SHOPPING CENTRE,252,NORTH BRIDGE ROAD,RAFFLES CITY SHOPPING CENTRE,252 NORTH BRIDGE ROAD RAFFLES CITY SHOPPING CENTRE SINGAPORE 179103,179103,30203.7152231745,30697.7055161726,1.29389357863312,103.853119904656,103.853119904656,Raffles City
LIAT TOWERS,541,ORCHARD ROAD,LIAT TOWERS,541 ORCHARD ROAD LIAT TOWERS SINGAPORE 238881,238881,27711.0892851558,31935.4330472704,1.30508722710852,103.830722581168,103.830722581168,Liat Towers
ORCHARD GATEWAY,277,ORCHARD ROAD,ORCHARD GATEWAY,277 ORCHARD ROAD ORCHARD GATEWAY SINGAPORE 238858,238858,28681.5684992122,31421.9269572161,1.30044325279546,103.839442780042,103.839442780042,Orchard Gateway
BALESTIER HILL SHOPPING CENTRE,2A,BALESTIER ROAD,BALESTIER HILL SHOPPING CENTRE,2A BALESTIER ROAD BALESTIER HILL SHOPPING CENTRE SINGAPORE 321002,321002,29159.9587036697,34265.8946909029,1.32616307866261,103.843741438467,103.843741438467,Balestier Hill Shopping Centre
NGEE ANN CITY,391,ORCHARD ROAD,NGEE ANN CITY,391 ORCHARD ROAD NGEE ANN CITY SINGAPORE 238872,238872,28207.3720752392,31620.7876102384,1.30224168528687,103.835181912297,103.835181912297,Ngee Ann City
OASIS TERRACES,681,PUNGGOL DRIVE,OASIS TERRACES,681 PUNGGOL DRIVE OASIS TERRACES SINGAPORE 820681,820681,36891.3954429701,42737.9701953474,1.40278015725693,103.913215101343,103.913215101343,Oasis Terraces
DJITSUN MALL BEDOK,445,BEDOK NORTH STREET 1,DJITSUN MALL BEDOK,445 BEDOK NORTH STREET 1 DJITSUN MALL BEDOK SINGAPORE 469661,469661,38710.0881669372,34261.3041274194,1.32611970329469,103.929554495615,103.929554495615,Djitsun Mall
NORTHSHORE PLAZA I,407,NORTHSHORE DRIVE,NORTHSHORE PLAZA I,407 NORTHSHORE DRIVE NORTHSHORE PLAZA I SINGAPORE 820407,820407,35651.5384684131,44283.8929350749,1.41676127156324,103.902074379502,103.902074379502,Northshore Plaza
JEET'S LITTLE LEARNERS (BEDOK) PTE. LTD.,327,BEDOK ROAD,JEET'S LITTLE LEARNERS (BEDOK) PTE. LTD.,327 BEDOK ROAD JEET'S LITTLE LEARNERS (BEDOK) PTE. LTD. SINGAPORE 469498,469498,40738.2093682978,34751.1049379874,1.33054849915481,103.947778439395,103.947778439395,Bedok Point
KNIGHTSBRIDGE,270,ORCHARD ROAD,KNIGHTSBRIDGE,270 ORCHARD ROAD KNIGHTSBRIDGE SINGAPORE 238857,238857,28330.0158265028,31702.7720460277,1.3029831225958,103.836283923443,103.836283923443,Knightsbridge
LIMBANG SHOPPING CENTRE,534,CHOA CHU KANG STREET 51,LIMBANG SHOPPING CENTRE,534 CHOA CHU KANG STREET 51 LIMBANG SHOPPING CENTRE SINGAPORE 680534,680534,17969.9814663809,41572.799016593,1.3922424057206,103.743190997915,103.743190997915,Limbang Shopping Centre
THE PARAGON,290,ORCHARD ROAD,THE PARAGON,290 ORCHARD ROAD THE PARAGON SINGAPORE 238859,238859,28282.5637398539,31801.0936260261,1.30387230879994,103.835857545469,103.835857545469,The Paragon
MARINA BAY LINK MALL,8A,MARINA BOULEVARD,MARINA BAY LINK MALL,8A MARINA BOULEVARD MARINA BAY LINK MALL SINGAPORE 018984,018984,30231.5229646396,29187.7704102397,1.28023825446086,103.853369662547,103.853369662547,Marina Bay Link Mall
FAR EAST PLAZA,14,SCOTTS ROAD,FAR EAST PLAZA,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,228213,28052.7910912242,32166.5070981272,1.30717698071189,103.833792932243,103.833792932243,Far East Plaza
100 AM,100,TRAS STREET,100 AM,100 TRAS STREET 100 AM SINGAPORE 079027,079027,29129.8552264441,28563.0121062025,1.27458821795426,103.84347073661,103.84347073661,100 AM
THE SOUTH BEACH,38,BEACH ROAD,THE SOUTH BEACH,38 BEACH ROAD THE SOUTH BEACH SINGAPORE 189767,189767,30554.9870392634,30818.7288103923,1.29498804392056,103.856276242094,103.856276242094,The South Beach
FUNAN,107,NORTH BRIDGE ROAD,FUNAN,107 NORTH BRIDGE ROAD FUNAN SINGAPORE 179105,179105,29855.3625422399,30416.1814862192,1.29134759697794,103.849989790085,103.849989790085,Funan
RIVERVALE PLAZA,118,RIVERVALE DRIVE,RIVERVALE PLAZA,118 RIVERVALE DRIVE RIVERVALE PLAZA SINGAPORE 540118,540118,35625.6731445352,40809.1926632598,1.38533736107771,103.901841044122,103.901841044122,Rivervale Plaza
LEISURE PARK KALLANG,5,STADIUM WALK,LEISURE PARK KALLANG,5 STADIUM WALK LEISURE PARK KALLANG SINGAPORE 397693,397693,32802.8046472063,31627.3966244832,1.30230108405227,103.876473975883,103.876473975883,Leisure Park Kallang
JCUBE,2,JURONG EAST CENTRAL 1,JCUBE,2 JURONG EAST CENTRAL 1 JCUBE SINGAPORE 609731,609731,17635.4316216484,35057.8095997591,1.33332312550425,103.740187071348,103.740187071348,JCube
LOYANG POINT,258,PASIR RIS STREET 21,LOYANG POINT,258 PASIR RIS STREET 21 LOYANG POINT SINGAPORE 510258,510258,42613.6482054582,38789.9653154314,1.36707357525622,103.964632225014,103.964632225014,Loyang Point
HARBOURFRONT CENTRE,1,MARITIME SQUARE,HARBOURFRONT CENTRE,1 MARITIME SQUARE HARBOURFRONT CENTRE SINGAPORE 099253,099253,26544.8211341351,27388.8962539714,1.26396991176004,103.820243325181,103.820243325181,HarbourFront Centre
OUR TAMPINES HUB,1,TAMPINES WALK,OUR TAMPINES HUB,1 TAMPINES WALK OUR TAMPINES HUB SINGAPORE 528523,528523,39917.8597772308,37248.4172376581,1.35313359828812,103.940408135311,103.940408135311,Our Tampines Hub
BUGIS JUNCTION,200,VICTORIA STREET,BUGIS JUNCTION,200 VICTORIA STREET BUGIS JUNCTION SINGAPORE 188021,188021,30458.7085178969,31274.8305191435,1.29911287475873,103.855411173758,103.855411173758,Bugis Junction
TAMPINES PLAZA 1,3,TAMPINES CENTRAL 1,TAMPINES PLAZA 1,3 TAMPINES CENTRAL 1 TAMPINES PLAZA 1 SINGAPORE 529540,529540,40195.5757618845,37200.6616842039,1.35270160272274,103.942903567808,103.942903567808,Tampines 1
CITYLINK MALL,1,RAFFLES LINK,CITYLINK MALL,1 RAFFLES LINK CITYLINK MALL SINGAPORE 039393,039393,30320.972393252,30574.3218035102,1.2927777312893,103.854173501417,103.854173501417,CityLink Mall
PALAIS RENAISSANCE,390,ORCHARD ROAD,PALAIS RENAISSANCE,390 ORCHARD ROAD PALAIS RENAISSANCE SINGAPORE 238871,238871,27584.8261186667,32108.7723720502,1.30665484543191,103.829588045188,103.829588045188,Palais Renaissance
BEAUTY WORLD PLAZA,140,UPPER BUKIT TIMAH ROAD,BEAUTY WORLD PLAZA,140 UPPER BUKIT TIMAH ROAD BEAUTY WORLD PLAZA SINGAPORE 588176,588176,21649.9257879127,35995.0375873558,1.34180018619223,103.776259359854,103.776259359854,Beauty World Plaza
HOUGANG GREEN SHOPPING MALL,21,HOUGANG STREET 51,HOUGANG GREEN SHOPPING MALL,21 HOUGANG STREET 51 HOUGANG GREEN SHOPPING MALL SINGAPORE 538719,538719,34066.6627102559,40135.5216910187,1.3792452907016,103.887832017102,103.887832017102,Hougang Green Shopping Mall
GRANTRAL MALL @ CLEMENTI,3151,COMMONWEALTH AVENUE WEST,GRANTRAL MALL @ CLEMENTI,3151 COMMONWEALTH AVENUE WEST GRANTRAL MALL @ CLEMENTI SINGAPORE 129581,129581,20413.2100247061,32950.9688186739,1.31427043922294,103.765147487482,103.765147487482,Grantral Mall
NEX,23,SERANGOON CENTRAL,NEX,23 SERANGOON CENTRAL NEX SINGAPORE 556083,556083,32337.7653476875,36986.7628374919,1.35076935257845,103.872296143862,103.872296143862,NEX
PAYA LEBAR SQUARE,60,PAYA LEBAR ROAD,PAYA LEBAR SQUARE,60 PAYA LEBAR ROAD PAYA LEBAR SQUARE SINGAPORE 409051,409051,34595.3032159209,33453.443530187,1.31881487007651,103.892580778514,103.892580778514,Paya Lebar Square
CITY SQUARE MALL,180,KITCHENER ROAD,CITY SQUARE MALL,180 KITCHENER ROAD CITY SQUARE MALL SINGAPORE 208539,208539,30593.6748798871,32635.8044067919,1.31142103107683,103.856624019991,103.856624019991,City Square Mall
PARKWAY PARADE,80,MARINE PARADE ROAD,PARKWAY PARADE,80 MARINE PARADE ROAD PARKWAY PARADE SINGAPORE 449269,449269,36008.6027896181,31491.3156742603,1.30106975506311,103.905279491524,103.905279491524,Parkway Parade
CENTURY SQUARE,2,TAMPINES CENTRAL 5,CENTURY SQUARE,2 TAMPINES CENTRAL 5 CENTURY SQUARE SINGAPORE 529509,529509,40296.7094797157,37163.8108075112,1.35236829566862,103.943812302253,103.943812302253,Century Square
SEMBAWANG SHOPPING CENTRE,604,SEMBAWANG ROAD,SEMBAWANG SHOPPING CENTRE,604 SEMBAWANG ROAD SEMBAWANG SHOPPING CENTRE SINGAPORE 758459,758459,27057.045284275,47055.1697449628,1.44182470675733,103.824845207237,103.824845207237,Sembawang Shopping Centre
ROXY SQUARE,50,EAST COAST ROAD,ROXY SQUARE,50 EAST COAST ROAD ROXY SQUARE SINGAPORE 428769,428769,35871.8859393252,31851.3707749359,1.30432599904899,103.904051120306,103.904051120306,Roxy Square
THE SELETAR MALL,33,SENGKANG WEST AVENUE,THE SELETAR MALL,33 SENGKANG WEST AVENUE THE SELETAR MALL SINGAPORE 797653,797653,32763.8501456464,41487.2587586138,1.39147015374628,103.876125507257,103.876125507257,The Seletar Mall
